way_id,point_index,lat,lon
33898717,4,50.1041361,14.4286524
33898717,5,50.1041923,14.4285905
33898717,6,50.1042676,14.4284497
33898717,7,50.1044013,14.4282786
33898717,8,50.1045197,14.4281798
33898717,9,50.1046573,14.4280387
33898718,0,50.1060425,14.4232244
33898718,1,50.1063027,14.4242501
33898718,2,50.1067218,14.4257634
33898718,3,50.1067873,14.4260124
33898720,0,50.1063027,14.4242501
33898720,1,50.1062621,14.424293
33898720,2,50.1063272,14.4247675
33898724,0,50.1032639,14.425746
33898724,1,50.1032464,14.4257867
33898724,2,50.1032473,14.4258121
33898726,0,50.1045998,14.4260263
33898726,1,50.1046696,14.4264369
33898726,2,50.1048329,14.4267334
33898726,3,50.1049944,14.4269229
43293930,0,50.1068641,14.4067231
43293930,1,50.1069293,14.4068605
43293930,2,50.1069884,14.407001
43293930,3,50.1070031,14.4071016
43293930,4,50.1070076,14.4071983
43293930,5,50.1069989,14.4073063
43293930,6,50.1069451,14.407569
43293930,7,50.1068917,14.4078238
43293930,8,50.1068598,14.4080057
43293930,9,50.1068398,14.4081935
43293930,10,50.1068245,14.4083682
43293930,11,50.1068208,14.4084789
43293930,12,50.106823,14.4086773
43293930,13,50.1068369,14.4093116
43293930,14,50.1068764,14.409772
43293930,15,50.1069029,14.410002
43293930,16,50.1069678,14.4103916
43293930,17,50.1070428,14.4107234
43293930,18,50.1072253,14.4113228
43293930,19,50.1073096,14.4116074
43293930,20,50.1073649,14.4117568
43293930,21,50.107469,14.4119853
43293930,22,50.1075558,14.4121577
43293930,23,50.1079229,14.4126294
43293930,24,50.1081577,14.412934
43293930,25,50.108301,14.4131183
43293930,26,50.1083972,14.4131944
43293930,27,50.1085177,14.4132558
43293930,28,50.108754,14.413305
43293930,29,50.1092819,14.4139704
43293930,30,50.1095067,14.4142885
43293930,31,50.1096318,14.4144635
43293930,32,50.1097429,14.4146428
43293930,33,50.1098963,14.4149268
43293930,34,50.1099362,14.4150106
43293930,35,50.1100404,14.4152296
43293930,36,50.1103477,14.4159572
43293930,37,50.1103596,14.4160775
43293930,38,50.1103863,14.4165307
43293930,39,50.1103985,14.4167481
43293930,40,50.1104602,14.4179858
43293931,0,50.1059923,14.4068086
43293931,1,50.1058244,14.4069354
43293931,2,50.105675,14.4070793
