way_id,point_index,lat,lon
226910659,8,49.0846853,17.3388397
226910659,9,49.0846307,17.3385681
226910659,10,49.0845147,17.3379339
226910660,0,49.0838604,17.3414632
226910660,1,49.0838756,17.3414333
226910660,2,49.0839138,17.3413353
226910660,3,49.0839818,17.3411248
226910660,4,49.0840137,17.3411312
226910660,5,49.08412,17.3410425
226910660,6,49.0842073,17.3409231
226910660,7,49.0843073,17.3406142
226910660,8,49.084445,17.34036
226910660,9,49.0845832,17.3400916
226910661,0,49.0842728,17.3386153
226910661,1,49.0842088,17.3387905
226910661,2,49.0839607,17.3389179
226910661,3,49.0839472,17.3388412
226910661,4,49.083884,17.3385508
226910661,5,49.0838754,17.3385115
226910661,6,49.0838425,17.3384796
226910661,7,49.0838036,17.3384708
226910661,8,49.0837982,17.3384469
226910661,9,49.0837585,17.3382711
226910661,10,49.0841571,17.3380836
226910661,11,49.0845147,17.3379339
226910661,12,49.0845805,17.3378966
226910661,13,49.0846204,17.3378726
226910661,14,49.0847112,17.3378179
226910661,15,49.0848762,17.3377499
226910661,16,49.085,17.3377002
226910661,17,49.085139,17.3376415
226910661,18,49.085152,17.3376352
226910661,19,49.0851042,17.3373963
226910662,0,49.0839818,17.3411248
226910662,1,49.0839511,17.3411044
226910662,2,49.0839107,17.3410674
226910662,3,49.0838369,17.3409414
226910662,4,49.0837969,17.3408733
226910662,5,49.0837165,17.3406817
226910662,6,49.0836909,17.3405935
226910662,7,49.0837655,17.3404748
226910662,8,49.0838037,17.3404244
226910662,9,49.0838705,17.3403563
226910662,10,49.0839316,17.3402564
226910662,11,49.084003,17.3401784
226910662,12,49.0840421,17.3400688
226910662,13,49.0840594,17.3399106
226910662,14,49.0840902,17.339876
226910662,15,49.084494,17.3396848
226910662,16,49.0848958,17.339488
226910663,0,49.0846242,17.3410995
226910663,1,49.0846053,17.3411832
226910663,2,49.0846137,17.3416089
226910663,3,49.0846048,17.3416883
226910663,4,49.0845862,17.3417674
226910663,5,49.0844309,17.341881
226910663,6,49.0843898,17.3419077
226910663,7,49.0843123,17.3419062
226910663,8,49.0841887,17.3418429
226910663,9,49.0839549,17.3416861
226910663,10,49.0839194,17.3416446
226910663,11,49.083889,17.3415897
226910663,12,49.0838604,17.3414632
226910663,13,49.0837657,17.3415691
226910663,14,49.0836673,17.3416614
226911049,0,49.0844199,17.3368751
226911049,1,49.084504,17.3370449
226911049,2,49.084494,17.3367837
226911050,0,49.084504,17.3370449
226911050,1,49.0844903,17.337228
226911050,2,49.0845078,17.3373615
226911050,3,49.084549,17.337411
226911050,4,49.0846277,17.3374149
226911050,5,49.0849798,17.3372051
306823935,0,49.0845464,17.3377173
306823935,1,49.0845805,17.3378966
306823935,2,49.084708,17.3385275
306823935,3,49.0848958,17.339488
306823935,4,49.0848492,17.3395373
306823935,5,49.0848447,17.3396301
306823935,6,49.0848104,17.339706
306823935,7,49.0847806,17.3397902
306823935,8,49.0847771,17.3399501
306823935,9,49.0847507,17.3401724
306823935,10,49.084773,17.3402778
306823949,0,49.0841115,17.3378282
306823949,1,49.0841323,17.3379362
306823952,0,49.0837115,17.3380543
306823952,1,49.0837229,17.3381133
306823955,0,49.0838674,17.3366407
306823955,1,49.0838708,17.3366636
306823955,2,49.0839383,17.3369889
306823960,0,49.0856449,17.3376158
306823960,1,49.0857029,17.3375601
306823960,2,49.0858124,17.3374559
306823960,3,49.0858409,17.3374021
306823960,4,49.0859092,17.3372543
306823960,5,49.0859279,17.3371799
306823960,6,49.0860632,17.3370915
306823960,7,49.0863036,17.3369343
306823961,0,49.0837791,17.3362197
306823961,1,49.08372,17.3359264
306823964,0,49.08372,17.3359264
306823964,1,49.0836953,17.3358127
306823971,0,49.0837229,17.3381133
